url,status,final_url,locale,title,h1,canonical,robots,x_robots_tag,content_sha256,visible_text_sha256,content_bytes,visible_text_chars,seconds,truncated,error,source_ids,canonical_duplicate_group,exact_text_duplicate_group,canonical_recommendation,canonical_recommendation_evidence,decision
https://psitrends.com/index.php?id=111&option=com_quix&view=page,200,https://psitrends.com/index.php?id=111&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Мистерии Египта""]",[],[],,3cdaa9d2fb3e7defcac4e30a129d99c02014f8d422d917361b8d0cfc87a024ec,7ea112bc4da39ab2c7147a877ba07ff99f9809a0449b30388b1c13d09056e934,58750,3710,0.691,False,,"[{""type"": ""quix"", ""id"": ""111"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""317"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=112&option=com_quix&view=page,200,https://psitrends.com/index.php?id=112&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Мистерии Греции""]",[],[],,db71d22fb51b01fa9be56e212515e06708ccc4b80a4f5b952844c7b9bf5f52df,3693c5cfac3ec9f55125f37fe6785c95daa40641b373126ca838115a13fd6af3,60667,4628,0.702,False,,"[{""type"": ""quix"", ""id"": ""112"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""314"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=113&option=com_quix&view=page,200,https://psitrends.com/index.php?id=113&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Северная магия рун""]",[],[],,16290bed45464b2c94f2e601d7969a06479a2310962b1a3abbd61093c5c59dd3,ff5f0d0fdcbfa03d1a2be69a7c59cd4bb1b9b8a73e717d8dcc1990c93c65bea1,58255,3433,0.716,False,,"[{""type"": ""quix"", ""id"": ""113"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""315"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=114&option=com_quix&view=page,200,https://psitrends.com/index.php?id=114&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Services""]",[],[],,4bbe65d05d66f4b920dcc4d2a71422aac2e8f2c8f3a2322184432dfcb6d4e24e,b4e36b9f6e63ffc5a4d3cadfb3ee6cb436342b19297438daf56587609721af33,118188,3114,0.9,False,,"[{""type"": ""quix"", ""id"": ""114"", ""language"": ""en-GB""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=115&option=com_quix&view=page,200,https://psitrends.com/index.php?id=115&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Free materials and services of the Academy""]",[],[],,6d069043365d081dd82cc19d4c5b5ff7ccccc6f863f6e704a0fa1d148e6d5d85,3d054b8849cf4ac9f497291332a6a274a4aeb69444b508621895c5bc4c98e40d,150735,3163,0.874,False,,"[{""type"": ""quix"", ""id"": ""115"", ""language"": ""en-GB""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=116&option=com_quix&view=page,200,https://psitrends.com/index.php?id=116&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""ЛИЧНАЯ ДИАГНОСТИКА - В ПОДАРОК""]",[],[],,9b0e38e0603cba584ad44c35ed210618952a7134797f3749636e473e4c3f5e27,584e4e3c9ff609c32b4dc234432d3f951d43572e42d939fc73b52238a1008366,129839,4923,0.825,False,,"[{""type"": ""quix"", ""id"": ""116"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""209"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=117&option=com_quix&view=page,200,https://psitrends.com/index.php?id=117&option=com_quix&view=page,en-gb,Diagnostics,"[""PERSONAL DIAGNOSTICS - AS A GIFT""]",[],[],,5856ba78a8e7be9501890da3c5437b90185e807b1b7074574596ae9c8c1809cb,c8c692efd4de23991782dd48ca7d7eab0af1230ed6efed1f097eb0fa8558739a,138407,5199,0.768,False,,"[{""type"": ""quix"", ""id"": ""117"", ""language"": ""en-GB""}, {""type"": ""menu_exact"", ""id"": ""208"", ""language"": ""en-GB""}]",,c8c692efd4de23991782dd48ca7d7eab0af1230ed6efed1f097eb0fa8558739a,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=119&option=com_quix&view=page,200,https://psitrends.com/index.php?id=119&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""МАНДАЛЫ И ТАЛИСМАНЫ""]",[],[],,81fcc32662b715a4b7afad77549311aeaf92b75d20fe609e868f1b33ad504f73,845465866841a4c4f3d5f95343c7505fe03712fa4fe9c94d9f1d5ae09b4d7f47,116094,7052,0.838,False,,"[{""type"": ""quix"", ""id"": ""119"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=120&option=com_quix&view=page,200,https://psitrends.com/index.php?id=120&option=com_quix&view=page,en-gb,Process support (mandala),"[""Mandalas and Talismans""]",[],[],,28bd65dce917eaacf80fd791b6beab710c20e0d9328461ba8a3fdb51beb10fd5,4ca52d856bc943712dce85eb59d2dc52ac5df61a74915bcb44900fa8f57415ea,114244,7504,0.802,False,,"[{""type"": ""quix"", ""id"": ""120"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""330"", ""language"": ""en-GB""}]",,4ca52d856bc943712dce85eb59d2dc52ac5df61a74915bcb44900fa8f57415ea,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=121&option=com_quix&view=page,200,https://psitrends.com/index.php?id=121&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,[],[],[],,a5d8f44557ff4aafcc77afbf7cafaac6a2bc05ead37df41708a4ac1ee1a9e6f6,15fb2878473b77af2034827232cbf7caa4a856c51f477868fd453980298a4912,179791,5754,0.782,False,,"[{""type"": ""quix"", ""id"": ""121"", ""language"": ""*""}, {""type"": ""menu_exact"", ""id"": ""327"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=122&option=com_quix&view=page,200,https://psitrends.com/index.php?id=122&option=com_quix&view=page,en-gb,Mysteries,[],[],[],,788bbe88826041a10ea67dcb38cfa1c98afb80991348269456b95892c2f55b58,b07a980de75ad0f8c39506cb2bc43171b6335bfd7f1843331fd7add90d04a4b5,160642,6004,0.802,False,,"[{""type"": ""quix"", ""id"": ""122"", ""language"": ""*""}, {""type"": ""menu_exact"", ""id"": ""332"", ""language"": ""en-GB""}]",,b07a980de75ad0f8c39506cb2bc43171b6335bfd7f1843331fd7add90d04a4b5,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=123&option=com_quix&view=page,200,https://psitrends.com/index.php?id=123&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Терапия Личности""]",[],[],,7a8c266b04df414cdafb3ae2dd9f9999f37f3ab5d32b39eb9c61da1c16d98e2e,1e8604a35bedb76aa11dc4f6639d1280dfe206de22a6dfe673690567f9b5fa28,107934,9800,0.783,False,,"[{""type"": ""quix"", ""id"": ""123"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""334"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=124&option=com_quix&view=page,200,https://psitrends.com/index.php?id=124&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Терапия Травм""]",[],[],,a665320c011b91147791edd819b5c42998d1b116df3836cdfe69f0674e9fe1ac,7bf017871e533832bbda4bae57535aa90d5b491ebc1d8190e189d82d6fd9ef92,118886,11899,0.853,False,,"[{""type"": ""quix"", ""id"": ""124"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""335"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=125&option=com_quix&view=page,200,https://psitrends.com/index.php?id=125&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Терапия Опор""]",[],[],,f186e29db75e7aa1c865a4d529bb2e728fd0356e0bcbf5482ff49a540be75067,a3f014d53a1e69c6e98af843a704e0a8d0dcad54d6439d4be1f2bd4303ba5c5a,165091,15985,0.846,False,,"[{""type"": ""quix"", ""id"": ""125"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""336"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
https://psitrends.com/index.php?id=126&option=com_quix&view=page,200,https://psitrends.com/index.php?id=126&option=com_quix&view=page,en-gb,Аcademy of archetypal consulting,"[""Терапия Духа и Рода""]",[],[],,c2a2341eca9d67222f1ca43fb2eaf024c97b0e218f16b37cde419a6a42973266,2866deca424ed32496ebf66eefedd4fa22d00acf50b9d9b4d8f47a1100e29204,155275,14763,0.84,False,,"[{""type"": ""quix"", ""id"": ""126"", ""language"": ""ru-RU""}, {""type"": ""menu_exact"", ""id"": ""337"", ""language"": ""ru-RU""}]",,,,,REVIEW_NEEDED
